Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
115,2014-15,43,"ವÉೂಸಿನ್ ಶರೀಫ್, ನಂ.131/ಎ, 14ನೇ ಮುಖ್ಯರಸ್ತೆ, 21ನೇ ಅಡ್ಡರಸ್ತೆ, ಬಿ.ಟಿ.ಎಂ ಬಡಾವಣೆ, 02ನೇ ಹಂತ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","V. Eusin Sheriff, No. 131 / A, 14th Main Road, 21st Crossroads, BTM Layout, 02st Stage, Bem. For a three-wheel drive vehicle.",0.8
116,2014-15,44,"ವÉೂಹ್ಮದ್ ನಯಾಮತ್ತುಲ್ಲಾ ಬಿನ್ ಅಬ್ದುಲ ರೆಹಮಾನ್, ನಂ.07, 07ನೇ ಅಡ್ಡರಸ್ತೆ, ಎಸ್.ಆರ್.ನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","W. Ehmood is a bin Abdullah Rehman, No. 07, 07th Cross, SR Nagar, b. For a three-wheel drive vehicle.",0.8
117,2014-15,45,"ಸÉೈಯದ್ ಇಬಾದತ್ ಉಲ್ಲಾ ಬಿನ್ ಸೈಯದ್ ಸನಾ ಉಲ್ಲಾ, ನಂ.116, ಮಹಾಲಿಂಗೇಶ್ವರ ಬಡವಣೆ, ಹೊಸೂರು ರಸ್ತೆ, ಕಾಡುಗೋಡಿ, ಬೆಂ.60 ಇವರಿಗೆ ವಾಹನ ಖರೀದಿಗಾಗಿ.","For the purchase of vehicle for Sa'ed Ibadat Ullah bin Saeed Sana Ulla, No.116, Mahalingeshwara Paddy, Hosur Road, Kadugodi, BM 60.",0.8
118,2014-15,46,"ಮÀಸೂರ್ ಖಾನ್ ಬಿನ್À ಹುಸ್ಮಾನ್ ಖಾನ್, ನಂ.323, ಮಹಾಲಿಂಗೇಶ್ವರ ಬಡಾವಣೆ, ಕಾಡುಗೋಡಿ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Ma'sur Khan bin Husman Khan, No.323, Mahalingeswara Layout, Kadugodi, b. For a three-wheel drive vehicle.",0.8
119,2014-15,47,"ಫೈರೋಜ್ ಬಿನ್ ಅಬ್ದುಲ್ ಕಲೀಲ್, ನಂ.148, ಮಹಾಲಿಂಗೇಶ್ವರ ಬಡಾವಣೆ, ಆಡುಗೋಡಿ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Feroze bin Abdul Kaleel, No. 148, Mahalingeswara Layout, Audugodi, Bem. For a three-wheel drive vehicle.",0.8
120,2014-15,48,"ರಮೇಶ್ ಶೆಟ್ಟಿ ಬಿನ್ ಲೇ|| ಅಂತಯ್ಯ ಶೆಟ್ಟಿ,ನಂ.51, 17ನೇ ಕ್ರಾಸ್, 3ನೇ ಮುಖ್ಯರಸ್ತೆ, ಲಕ್ಕಸಂದ್ರ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Ramesh Shetty Bin Ley || Anayaya Shetty, No.51, 17th Cross, 3rd Main Road, Lakasandra, Bangalore for Triplicate Vehicle Purchase.",0.83
121,2014-15,49,ರÁಜ್ಯ ಸರ್ಕಾರಿ ನೌಕರರ ಕ್ರೀಡಾ ಕೋಟ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಭಾಗವಹಿಸುವ ಕ್ರೀಡಾಪಟುಗಳಿಗೆ ಟ್ರ್ಯಾಕ್‍ಸೂಟ್ಸ್ ವಿತರಿಸಲು.,To distribute tracks to athletes participating in the National Fortress Sports Coaster Program.,5.0
122,2014-15,50,"ವಾರ್ಡ್ ನಂ.151, ಕೋರಮಂಗಲ, ಕೋರಮಂಗಲ ಎನ್.ಜಿ.ವಿ ಗ್ರಾಮದ ಕೃಷ್ಣ ಮತ್ತು ಶರಾವತಿ ಬ್ಲಾಕ್ ಉದ್ಯಾನವನ ಅಭಿವೃದ್ಧಿ ಪಡಿಸುವ ಕಾಮಗಾರಿ.","Ward No.151, Krishna and Sharavathi Block Garden at Koramangala, NGV Village, Koramangala.",3.0
123,2014-15,51,"Detailed estimate for providing M.S.Grill staircase and granite stones to stairs at ground floor library building in Koramangala park, 3rd block, post office road, W.No.151, Bangalore.","Detailed estimate for providing M.S.Grill staircase and granite stones to stairs at ground floor library building in Koramangala park, 3rd block, post office road, W.No.151, Bangalore.",2.5
124,2014-15,52,"Detailed estimate for providing M.S.Grill staircase and granite stones to stairs at ground floor library building in Koramangala park, 3rd block, post office road, W.No.151, Bangalore.","Detailed estimate for providing M.S.Grill staircase and granite stones to stairs at ground floor library building in Koramangala park, 3rd block, post office road, W.No.151, Bangalore.",1.5
125,2014-15,53,"ವಾರ್ಡ್ ನಂ.151, ಕೋರಮಂಗಲ, ಕೋರಮಂಗಲ 4ನೇ ಬ್ಲಾಕ್‍ನಲ್ಲಿರುವ ಸ್ವಾಭಿಮಾನ ಉದ್ಯಾನವನದಲ್ಲಿರುವ ಗ್ರಂಥಾಲಯ ಕಟ್ಟಡದ ಮೇಲೆ ವಿವಿದೋದ್ದೇಶದ ಸಭಾಂಗಣಕ್ಕಾಗಿ ಮೊದಲನೆ ಮಹಡಿಯ ನಿರ್ಮಾಣದ ಕಾಮಗಾರಿ.","Ward No.151, First Floor construction work for a detailed auditorium on the Library Building in Swabhiman Park, 4th Block, Koramangala.",10.0
126,2014-15,54,"ಫರೀದ್ ಅಹಮದ್,ಸಂ.97, 02ನೇ ಕ್ರಾಸ್,ಎಸ್.ಜಿ.ಪಾಳ್ಯ, ಬಿ.ಮಡಿವಾಳ, ಬೆಂ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Fareed Ahmed, No.97, 02th Cross, SG Palya, B. Madivala, Bemu for a three-wheel drive vehicle.",0.8
127,2014-15,55,"ಡಿ.ರವಿಚಂದ್ರ, ನಂ.127, 1ನೇ ಮುಖ್ಯರಸ್ತೆ, ತಾವರೇಕೆರೆ, ಬೆಂ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","D. Ravichandra, No.127, 1st Main Road, Tavarekere, to Bem for a three-wheel drive vehicle.",0.8
128,2014-15,56,"ಸೈಯದ್ ಕಲೀಮ್, ನಂ.75, ಎಲ್‍ಆರ್.ನಗರ, ಕೋರಮಂಗಲ ರಸ್ತೆ, ಬೆಂ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Syed Kaleem, No.75, LR Nagar, Koramangala Road, Bem for a three-wheel drive vehicle.",0.8
129,2014-15,57,"ಸೈಯದ್ ಮುಸ್ತಖ್ ಬಿನ್ ಸೈಯದ್ ಹಫೀಜ್, ನಂ.29, ಈರಮ್ಮ ಬಡಾವಣೆ, ಆಡುಗೋಡಿ, ಬೆಂ ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Syed Mustakh Bin Syed Hafeez, No. 29, for Errama Layout, Adugodi, Bem for a three-wheeler vehicle purchase.",0.8
130,2014-15,58,"ಶ್ರೀನಿವಾಸ.ಎ.ಬಿ,ನಂ.80, 1ನೇ ಕ್ರಾಸ್, ಜಯರಾಮರೆಡ್ಡಿ ಬಿಲ್ಡಿಂಗ್, ಮಡಿವಾಳ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Srinivas.B, No.80, 1st Cross, Jayarama Reddy Building, Madivala, Bell. For a three-wheel drive vehicle.",0.8
131,2014-15,59,"ಜಯರಾಮ್.ವಿ ನಂ.21, ಸುಬ್ಬಾರಾಜ್ ಬಡಾವಣೆ, ಲಕ್ಕಸಂದ್ರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Jayaram, V. No. 21, Subbaraj Layout, Lakshasandra, b. For a three-wheel drive vehicle.",0.71
132,2014-15,60,"ಬಾಲಕೃಷ್ಣ.ವೈ ಬಿನ್ ಯಂಗಯ್ಯ, ನಂ.766, 7ನೇ ಮುಖ್ಯರಸ್ತೆ, 8ನೇ ಕ್ರಾಸ್, ರಾಜೇಂದ್ರನಗರ, ಕೋರಮಂಗಲ 12ನೇ ಹಂತ, ವಿವೇಕನಗರ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Balakrishna Yai Bin Yangaya, No.766, 7th Main Road, 8th Cross, Rajendranagar, Koramangala 12th Stage, Vivekanagar, Bem. For a three-wheel drive vehicle.",0.61
133,2014-15,61,"ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ, ಕೋರಮಂಗಲ 3ನೇ ಬ್ಲಾಕ್‍ನುದ್ಯಾನವನದಲ್ಲಿ ಫ್ರಾಬ್ರಿಕೇಷನ್ ವಕ್ರ್ಸ್.","Ward No.151-Coromangla, Fabrication Wakrs at Coromangla 3rd Block.",1.75
134,2014-15,62,"ಕÉ.ಸಲೀಮ್, ನಂ.371, ಆರ್.ಹೆಚ್.ಕಾಲೋನಿ, ಮಹಾಲಿಂಗೇಶ್ವರ ಬಡಾವಣೆ, ಬೆಂಗಳೂರು ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","KE Salim, No.371, RH Colony, Mahalingeshwara Layout, Bangalore for a three-wheeler vehicle purchase.",0.76
135,2014-15,63,"ವೆಂಕಟೇಶ್, ನಂ.15, 3ನೇ ಮೆನ್, ಎನ್.ಎಸ್.ಪಾಳ್ಯ, ಬಿಟಿಎಂ 2ನೇ ಹಂತ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Venkatesh, No. 15, 3rd Men, NS Palya, BTM 2nd Level, Bell. For a three-wheel drive vehicle.",0.73
136,2014-15,64,ಹÉಚ್.ಎಸ್.ಆರ್ 5ನೇ ಸೆಕ್ಟರ್‍ನ ಉದ್ಯಾನವನದ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.,HOUSE CSR is a tube well drilling plant near the 5th sector park.,2.4
137,2014-15,65,ಹÉಚ್.ಎಸ್.ಆರ್ 5ನೇ ಸೆಕ್ಟರ್‍ನ ಉದ್ಯಾನವನದ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,The pump and motor installation work to the tube well near the 5th sector park of HSE CSR.,2.4
138,2014-15,66,ಹÉಚ್.ಎಸ್.ಆರ್ 5ನೇ ಸೆಕ್ಟರ್‍ನ ಉದ್ಯಾನವನದ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪÉೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀರು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.,Construction of water supply and power through the pipeline to the tube well near the 5th sector park of HSE CSR.,1.2
139,2014-15,67,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ ಗ್ರಾಮದ ಶ್ರೀ ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.,Ward No 151-Corridor construction work near the Sri Lakshmi temple at Koramangala village.,2.4
140,2014-15,68,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ ಗ್ರಾಮದ ಶ್ರೀ ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Warden No.151-Motorsport to the tube well near Sri Lakshmi Temple at Koramangala village.,2.4
141,2014-15,69,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ ಗ್ರಾಮದ ಶ್ರೀ ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.,Work supply and power connectivity through the pipeline near Sri Lakshmi Temple of Ward No.151-Koramangala village.,1.2
142,2014-15,70,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಎ ಕ್ರಾಸ್ ಅಥವಾ ಬಿ ಕ್ರಾಸ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","W. N.148-Ezipura, 20th A Cross or B-Cross Borewelling Work.",2.4
143,2014-15,71,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಎ ಕ್ರಾಸ್ ಅಥವಾ ಬಿ ಕ್ರಾಸ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","WM 148-Ezipur, 20th A Cross or B-Cross is a pump and motor installation plant for the well.",2.4
144,2014-15,72,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಎ ಕ್ರಾಸ್ ಅಥವಾ ಬಿ ಕ್ರಾಸ್ ಹತ್ತಿರ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","WM 148-Ezipur, 20th A Cross or B Cross near the Pipeline to supply supplies and power supplies.",1.2
145,2014-15,73,"ವಾ.ನಂ.148-ಈಜೀಪುರ, ಜೆ.ಜೆ ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","W. N.148-Ezipura, a jute well-drilling work near JJ Church.",2.4
146,2014-15,74,"ವಾ.ನಂ.148-ಈಜೀಪುರ, ಜೆ.ಜೆ ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ  ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","W.M.148-Ejipura, a pump and motor installation work near the JJ Church near the pipe well.",2.4
147,2014-15,75,"ವಾ.ನಂ.148-ಈಜೀಪುರ, ಜೆ.ಜೆ ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ  ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","W.M.148 - Work to supply supplies and power through a pipeline to the tube well near JJ Church, Ejipur.",1.2
148,2014-15,76,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ನೇತ್ರಾವತಿ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.À,Ward No.151-Koramangala.SGV Netravathi Block Cotton Gauging Well Drilling Work,2.4
149,2014-15,77,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ನೇತ್ರಾವತಿ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Ward No.151-Koramangala.SGV Netravati Block Cotton g pipe well pump and motor installation work.,2.4
150,2014-15,78,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ನೇತ್ರಾವತಿ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.,Ward No No. 151-Koramangala.SGV Netravati Black Cotton g Tube Well Pipeline to supply supply and power connectivity.,1.2
151,2014-15,79,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ಯಮುನಾ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.À,Ward No.151-Koramangala.SGV Yamuna Block Cotton Gauging Well Drilling Work,2.4
152,2014-15,80,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ಯಮುನಾ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.,Ward No.151-Koramangala.SGV Yamuna Black Cotton g pipe well pump and motor installation work.,2.4
153,2014-15,81,ವಾರ್ಡ್ ನಂ.151-ಕೋರಮಂಗಲ.ಎಸ್.ಜಿ.ವಿಯ ಯಮುನಾ ಬ್ಲಾಕ್ ಹತ್ತಿg ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.,Ward No.151-Koramangala.SGV Yamuna Block Cotton g pipe is provided with supply and power connectivity through the pipeline.,1.2
154,2014-15,82,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಕ್ರಾಸ್, ಮಯೂರ್ ಗಾರ್ಡನ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ಸ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","W.No.148-Ezipura, 20th Cross, Mueor Garden Apartment near to the construction of a tube well.",2.4
155,2014-15,83,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಕ್ರಾಸ್, ಮಯೂರ್ ಗಾರ್ಡನ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ಸ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","W.M.148-Ezipur, 20th Cross, Pump and Motor Installment Near the Mayur Garden Apartments near the Pipe Wells.",2.4
156,2014-15,84,"ವಾ.ನಂ.148-ಈಜೀಪುರ, 20ನೇ ಕ್ರಾಸ್, ಮಯೂರ್ ಗಾರ್ಡನ್ ಅಪಾರ್ಟ್‍ಮೆಂಟ್ಸ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","W.M.148 - Ezhipuram, 20th Cross, Mayur Garden Apartment to provide supply and power connection through the pipeline to the well for the well.",1.2
157,2014-15,85,"ವಾ.ನಂ.151-ಕೋರಮಂಗಲ, ಬಿಸ್ಲರಿ ಸಲ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","Won No.151-Coromangla, Bissery Sewerage Project.",2.4
158,2014-15,86,"ವಾ.ನಂ.151-ಕೋರಮಂಗಲ, ಬಿಸ್ಲರಿ ಸಲ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","Construction of pumps and motor pumps near WM 151-Koramangala, Bissery times near the pipe well.",2.4
159,2014-15,87,"ವಾ.ನಂ.151-ಕೋರಮಂಗಲ, ಬಿಸ್ಲರಿ ಸಲ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","Construction work to supply supply and power through Pipeline to WM151-Koramangala, Bislari Sewerage pipe well.",1.2
160,2015-16,1,"148-ಈಜೀಪುರದ 7ನೇ ಕ್ರಾಸ್, ಆರ್.ಎ.ರಸ್ತೆ-ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","148-7th Cross of RJ Road, R.A.R.-Tube Well Drilling Work.",2.4
161,2015-16,2,"148-ಈಜೀಪುರದ 7ನೇ ಕ್ರಾಸ್, ಆರ್.ಎ.ರಸ್ತೆ-ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","148 - 7th Cross of Ezipur, Pump and Motor Installment for RA Road-Tube Wells.",2.4
162,2015-16,3,"148-ಈಜೀಪುರದ 7ನೇ ಕ್ರ್ರಾಸ್, ಆರ್.ಎ.ರಸ್ತೆ-ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","148 - The 7th Cross of Ezipur, the construction of power supply and power connectivity through the pipeline to the R.A.R.R.-",1.2
163,2015-16,4,"147-ಆಡುಗೋಡಿ, 8ನೇ ಬ್ಲಾಕ್, ಕೋರಮಂಗಲ, ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","147-Audugodi, 8th Block, Koramangala, Tube Well Drilling Work.",2.4
164,2015-16,5,"147-ಆಡುಗೋಡಿ, 8ನೇ ಬ್ಲಾಕ್À, ಕೋರಮಂಗಲ, ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ.","147-Audugodi, 8th block, Koramangala, pump and motor installation work to the nozzle well.",2.4
165,2015-16,6,"147-ಆಡುಗೋಡಿ, 8ನೇ ಬ್ಲಾಕ್ ಕೋರಮಂಗಲ, ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","147-Audugodi, 8th Block Koramangala, Pipeline to provide supply and power connectivity to the pipeline well.",1.2
166,2015-16,7,"148-ಈಜೀಪುರದ 3ನೇ ಕ್ರಾಸ್, ಜೆ.ಜೆ. ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿ ಕೊರೆಯುವ ಕಾಮಗಾರಿ.","148-Third Cross of Ezipur, J.J. Tube well drilling work near the church.",2.4
167,2015-16,8,"148-ಈಜೀಪುರದ 3ನೇ ಕ್ರಾಸ್, ಜೆ.ಜೆ. ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪಂಪ್ ಮತ್ತು ಮೋಟಾರ್ ಅಳವಡಿಸುವ ಕಾಮಗಾರಿ","148-Third Cross of Ezipur, J.J. The pump and motor installation work to the tube well near the church",2.4
168,2015-16,9,"148-ಈಜೀಪುರದ 3ನೇ ಕ್ರಾಸ್, ಜೆ.ಜೆ. ಚರ್ಚ್ ಹತ್ತಿರ ಕೊಳವೆ ಬಾವಿಗೆ ಪೈಪ್‍ಲೈನ್ ಮುಖಾಂತರ ನೀಡು ಸರಬರಾಜು ಹಾಗೂ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಪಿಸುವ ಕಾಮಗಾರಿ.","148-Third Cross of Ezipur, J.J. Provide supply and power connectivity through a pipeline to the pipe well near the church.",1.2
169,2015-16,10,"ರವಿ.ಎಸ್ (ವಿಕಲಾಂಗರು) ಸಂ.07, 07ನೇ ಮುಖ್ಯರಸ್ತೆ, ಲಕ್ಕಸಂದ್ರ, ಬೆಂ-50 ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","RVS (Disabilities) No.07, 07th Main Road, Lakshasundra, B-50 for Triplicate Vehicle Purchase.",0.84
170,2015-16,11,Providing shelter works in 2nd floor over library building at BBMP swabhimana park (Second floor) Koramangala 4th block BTM Assembly constituency Banaglore.,Providing shelter works in 2nd floor over library building at BBMP swabhimana park (Second floor) Koramangala 4th block BTM Assembly constituency Banaglore.,10.0
171,2015-16,12,"ಹೈದರ್ ಷರೀಫ್, ನಂ.230/4, 3ನೇ ಕ್ರಾಸ್, ವೆಂಕಟಾಪುರ ಮುಖ್ಯರಸ್ತೆ, ಕೋರಮಂಗಲ 1ನೇ ಬ್ಲಾಕ್, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","Haider Sheriff, No.230 / 4, 3rd Cross, Venkatapura Main Road, Koramangala 1st Block, Bell. For a three-wheel drive vehicle.",0.82
172,2015-16,13,"ಟಿ.ಗೋಪಾಲ್, ನಂ.69, ಎಸ್.ಜಿ.ಪಾಳ್ಯ, ಡಿ.ಆರ್.ಸಿ ಅಂಚೆ, 2ನೇ ಮುಖ್ಯರಸ್ತೆ, ಬೆಂ. ಇವರಿಗೆ ತ್ರಿಚಕ್ರ ವಾಹನ ಖರೀದಿಗಾಗಿ.","T. Gopal, No.69, SG Palya, DRC Post, 2nd Main Road, b. For a three-wheel drive vehicle.",0.8
