Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
137,2015-16,7,"Providing drinking water supply and pumping machinery pipe line and public fountain at surrounding R.K.Palace, Cauvery Nagar, Ward No.32, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line and public fountain at surrounding R.K.Palace, Cauvery Nagar, Ward No.32, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
138,2015-16,8,"Providing drinking water supply and pumping machinery pipe line and public fountain Near Noor Masjid, Slum Board Quarters surrounding area, ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line and public fountain Near Noor Masjid, Slum Board Quarters surrounding area, ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
139,2015-16,9,"Providing drinking water supply and pumping machinery pipe line and public fountain at N.C.Colony, S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line and public fountain at N.C.Colony, S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
140,2015-16,10,"Providing drinking water supply and pumping machinery pipe line and public fountain at Old KEB Office, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line and public fountain at Old KEB Office, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
141,2015-16,11,"Providing drinking water supply and pumping machinery pipe line at Williams Town, S.K.Garden, ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line at Williams Town, S.K.Garden, ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.",7.0
142,2015-16,12,"Providing and installation of RO Plant at Williams Town, S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.","Providing and installation of RO Plant at Williams Town, S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
143,2015-16,13,"Providing and installation of RO Plant at Gandhi Grama S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.","Providing and installation of RO Plant at Gandhi Grama S.K.Garden, Ward No.61, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
144,2015-16,14,"Providing drinking water supply and pumping machinery pipe line at Police Quarters, Frazer Town, Pulakeshinagar Assembly Constituency, Bangalore.","Providing drinking water supply and pumping machinery pipe line at Police Quarters, Frazer Town, Pulakeshinagar Assembly Constituency, Bangalore.",6.0
145,2015-16,15,"Providing CC road at Srinivasa Nagar, D.J.Halli, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.","Providing CC road at Srinivasa Nagar, D.J.Halli, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
146,2015-16,16,"Providing CC road at surrounding area of Srinivasa Nagar, D.J.Halli, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.","Providing CC road at surrounding area of Srinivasa Nagar, D.J.Halli, Ward No.47, Pulakeshinagar Assembly Constituency, Bangalore.",10.0
147,2015-16,17,"Construction of class room at Govt.Urdu Higher and Primary School at D.J Halli, Ward No.61, in Pulikeshinagar Assembly Constituency Bangalore","Construction of class room at Govt.Urdu Higher and Primary School at D.J Halli, Ward No.61, in Pulikeshinagar Assembly Constituency Bangalore",0.0
148,2015-16,18,"Construction of Community hall at PK Colony Sagai Puram, Ward No-60, in Pulikeshinagar Assembly Constituency Bangalore","Construction of Community hall at PK Colony Sagai Puram, Ward No-60, in Pulikeshinagar Assembly Constituency Bangalore",0.0
149,2015-16,19,"Construction of Community hall at N.C Colony, S.K Garden, Ward No.61, in Pulikeshinagar Assembly Constituency Bangalore.  ","Construction of Community hall at N.C Colony, S.K Garden, Ward No.61, in Pulikeshinagar Assembly Constituency Bangalore.  ",20.0
150,2015-16,20,"Detailed Estimate for Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at P.K.Colony in ward No.61, Bengalure.","Detailed Estimate for Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at P.K.Colony in ward No.61, Bengalure.",13.75
151,2015-16,21,"Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at P.K.Colony in ward No.48, Bengalure.","Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at P.K.Colony in ward No.48, Bengalure.",13.75
152,2015-16,22,"Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at N.C.Colony in ward No.60, Bengalure.","Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at N.C.Colony in ward No.60, Bengalure.",13.75
153,2015-16,23,"Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at Tanga Malai  in ward No.47, Bengalure. ","Detailed Estimate for proposed Construction of one side Glazing (conventional) to water purification plant for 2000 LPH at Tanga Malai  in ward No.47, Bengalure. ",13.75
154,2016-17,1,"Detailed Estimate for providing CC Road from Cathedral Youth Centre to St.Rocks Girls High School, in Pulakeshinagar Assembly Constituency, Bangalore.","Detailed Estimate for providing CC Road from Cathedral Youth Centre to St.Rocks Girls High School, in Pulakeshinagar Assembly Constituency, Bangalore.",10.0
155,2016-17,2,"Detailed Estimate for providing CC Road from St.Rocks Girls High School to Basket Ball Ground in Pulakeshinagar Assembly Constituency, Bangalore.","Detailed Estimate for providing CC Road from St.Rocks Girls High School to Basket Ball Ground in Pulakeshinagar Assembly Constituency, Bangalore.",3.0
156,2016-17,3,"Detailed Estimate for providing CC Road from Basket Ball Ground to St.John Curch, in Pulakeshinagar Assembly Constituency, Bangalore.","Detailed Estimate for providing CC Road from Basket Ball Ground to St.John Curch, in Pulakeshinagar Assembly Constituency, Bangalore.",10.0
157,2016-17,4,"Detailed Estimate for providing Asphalt to Road from Parmoda Road to St.Fransis Xavier’s Cathedral, in Pulakeshinagar Assembly Constituency, Bangalore.","Detailed Estimate for providing Asphalt to Road from Parmoda Road to St.Fransis Xavier’s Cathedral, in Pulakeshinagar Assembly Constituency, Bangalore.",10.0
158,2016-17,5,"Detailed Estimate for providing Asphalt to Road from St.Fransis Xavier’s Cathedral to St. John’s Road, in Pulakeshinagar Assembly Constituency, Bangalore.","Detailed Estimate for providing Asphalt to Road from St.Fransis Xavier’s Cathedral to St. John’s Road, in Pulakeshinagar Assembly Constituency, Bangalore.",4.0
159,2016-17,6,"Providing Sanitary line, construction of Manholes & CC road & culvert at 1st Main road, No.1, Opp Indian Oil Petrol Bunk, Shampur, Kavalbyrasandra Ward, Pulakeshinagar Assembly Constituency, Bangalore.","Providing Sanitary line, construction of Manholes & CC road & culvert at 1st Main road, No.1, Opp Indian Oil Petrol Bunk, Shampur, Kavalbyrasandra Ward, Pulakeshinagar Assembly Constituency, Bangalore.",6.0
160,2016-17,7,"Providing Borewell Pipe lining and Erection of motor pump set near Saint Anthony Church, Muneshwara nagar in Ward No.48, Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell Pipe lining and Erection of motor pump set near Saint Anthony Church, Muneshwara nagar in Ward No.48, Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
161,2016-17,8,"Providing Borewell Pipe lining and Erection of motor pump set near Athmananda Colony, 1st cross, Kaval Byrasandra in Ward No.32, Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell Pipe lining and Erection of motor pump set near Athmananda Colony, 1st cross, Kaval Byrasandra in Ward No.32, Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
162,2016-17,9,"Providing Borewell Pipe lining and Erection of motor pump set near Saint near Gandhi school, Kaval Byrasandra in Ward No.47, Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell Pipe lining and Erection of motor pump set near Saint near Gandhi school, Kaval Byrasandra in Ward No.47, Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
163,2016-17,10,"Detailed estimation for Drilling Borewell and Pumping machinery at Police Quarters, Frazer Town in Ward No.78, Pulikeshinagar Assembly Constituency, Bengaluru.","Detailed estimation for Drilling Borewell and Pumping machinery at Police Quarters, Frazer Town in Ward No.78, Pulikeshinagar Assembly Constituency, Bengaluru.",5.0
164,2016-17,11,"Providing Borewell and installing pumping motor and laying pipe line at Athmananda Colony, 4th  cross, Kaval Byrasandra in Ward No.32,   Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell and installing pumping motor and laying pipe line at Athmananda Colony, 4th  cross, Kaval Byrasandra in Ward No.32,   Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
165,2016-17,12,"Providing Borewell and installing pumping motor and laying pipe line at Athmananda Colony, 7th  cross, Kaval Byrasandra in Ward No.32,   Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell and installing pumping motor and laying pipe line at Athmananda Colony, 7th  cross, Kaval Byrasandra in Ward No.32,   Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
166,2016-17,13,"Providing Borewell and installing pumping motor and laying pipe line at near Shakina Church, S.K.Garden, Ward No.61 in Pulikeshinagar Assembly Constituency, Bengaluru.","Providing Borewell and installing pumping motor and laying pipe line at near Shakina Church, S.K.Garden, Ward No.61 in Pulikeshinagar Assembly Constituency, Bengaluru.",10.0
167,2016-17,14,"Constuction of Building to water Purification plant inside BBMP School, in ward no.78, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant inside BBMP School, in ward no.78, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
168,2016-17,15,"Constuction of Building to water Purification plant near Dooddanna Nagar circle, D.J halli, ward no.47, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant near Dooddanna Nagar circle, D.J halli, ward no.47, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
169,2016-17,16,"Constuction of Building to water Purification plant at Urdhu school, Modi road, S.K Garden in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant at Urdhu school, Modi road, S.K Garden in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
170,2016-17,17,"Constuction of Building to water Purification plant at Muslim Colony, Kushalnagara in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant at Muslim Colony, Kushalnagara in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
171,2016-17,18,"Constuction of Building to water Purification plant at Kushalnagara in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant at Kushalnagara in ward no.31, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
172,2016-17,19,"Constuction of Building to water Purification plant at Murugan temple D.J Halli, Ward no.47, Pulikeshinagara Assembly Constituency, Bengaluru.","Constuction of Building to water Purification plant at Murugan temple D.J Halli, Ward no.47, Pulikeshinagara Assembly Constituency, Bengaluru.",10.0
173,2016-17,20,"Constuction of Building to water Purification plant at P & T Quarters, Kaval Byrasandra, in ward no.32, Pulikeshinagara Assembly Constituency, Bengaluru. ","Constuction of Building to water Purification plant at P & T Quarters, Kaval Byrasandra, in ward no.32, Pulikeshinagara Assembly Constituency, Bengaluru. ",10.0
174,2016-17,21,"Construction of Anganawadi Building at N.C.Colony, S.K.Garden, Pulikeshinagara Assembly Constituency, Bengaluru","Construction of Anganawadi Building at N.C.Colony, S.K.Garden, Pulikeshinagara Assembly Constituency, Bengaluru",20.0
175,2016-17,22,"Construction of Anganawadi Building Near Mathamma Temple, Baidarahalli, S.K Garden, Pulikeshinagara Assembly Constituency, Bengaluru","Construction of Anganawadi Building Near Mathamma Temple, Baidarahalli, S.K Garden, Pulikeshinagara Assembly Constituency, Bengaluru",10.0
