Sl No.,Financial Year,Sl No,Work Name Original (Kannada/English),Work Name Rough Translation (English),Value (In Rs. Lakhs)
156,2016-17,26,"Detailed Estimate for Providing CC Road SSM Drain & Culverts from MN Broilers to IH Bakery, Old Korcher Road,  Ward No.92, Shivajinagar Assembly Constituency Bangalore","Detailed Estimate for Providing CC Road SSM Drain & Culverts from MN Broilers to IH Bakery, Old Korcher Road,  Ward No.92, Shivajinagar Assembly Constituency Bangalore",10.0
157,2017-18,1,"Providing and constructing Bus Shelter at nandidurga Road, Opp. Lassi Shop, Near Anjaneya Temple, Shivajinagara Assembly Constituency, Bangalore","Providing and constructing Bus Shelter at nandidurga Road, Opp. Lassi Shop, Near Anjaneya Temple, Shivajinagara Assembly Constituency, Bangalore",6.5
158,2017-18,2,"Providing and constructing Bus Shelter Near Contonment Railway Station,  Shivajinagara Assembly Constituency, Bangalore","Providing and constructing Bus Shelter Near Contonment Railway Station,  Shivajinagara Assembly Constituency, Bangalore",6.5
159,2017-18,5,"Providing and constructing Bus Shelter Near india Express Building, Lady Jahangir Cathorine memorial Halli, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and construction Bus Shelter near Begum hall, Ulsoor Shivajingara Assembly Constituency Bangalore","Providing and constructing Bus Shelter Near india Express Building, Lady Jahangir Cathorine memorial Halli, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and construction Bus Shelter near Begum hall, Ulsoor Shivajingara Assembly Constituency Bangalore",6.5
160,2017-18,6,"Providing and constructing Bus Shelter near St.Josephs Indian high School Opp Kanteerava Stadium, Mallya Hospital Road, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and constructing Bus Shelter near Jayamahal Road, Jayamahal, Shivajinagar Assembly Constituency Bangalore","Providing and constructing Bus Shelter near St.Josephs Indian high School Opp Kanteerava Stadium, Mallya Hospital Road, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and constructing Bus Shelter near Jayamahal Road, Jayamahal, Shivajinagar Assembly Constituency Bangalore",6.5
161,2017-18,7,"Providing and constructing Bus Shelter near Cunnigham Road, Opp. Sigma mall, next to Coffee Day, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and Constructing Bus Shelter near Kamaraja Road, Shivajinagar, Shivajinagara Assembly Constituency Bangalore","Providing and constructing Bus Shelter near Cunnigham Road, Opp. Sigma mall, next to Coffee Day, Shivajinagara Assembly Constituency, BangaloreChange of Work:-Providing and Constructing Bus Shelter near Kamaraja Road, Shivajinagar, Shivajinagara Assembly Constituency Bangalore",6.5
162,2017-18,8,"Providing and constructing Bus Shelter at Mount's Shivajinagara Assembly Constituency, Bangalore","Providing and constructing Bus Shelter at Mount's Shivajinagara Assembly Constituency, Bangalore",6.5
163,2017-18,9,"Providing and constructing Bus Shelter at Chinnappa Garden, near Nisan Service Centre, Shivajinagara Assembly Constituency, Bangalore","Providing and constructing Bus Shelter at Chinnappa Garden, near Nisan Service Centre, Shivajinagara Assembly Constituency, Bangalore",6.5
164,2017-18,10,"Providing CC Road and Culverts and UGD in 1st Cross, Pemmegowda Road at Pillappa Block, Ward No.62, Shivajinagar Assembly Constituency, Bangalore","Providing CC Road and Culverts and UGD in 1st Cross, Pemmegowda Road at Pillappa Block, Ward No.62, Shivajinagar Assembly Constituency, Bangalore",6.6
165,2017-18,11,"Providing CC Road and SSM Drain at 3rd Cross Road, Marappa Garden in Ward No.62, Shivajinagar Assembly Constituency, Bangalore","Providing CC Road and SSM Drain at 3rd Cross Road, Marappa Garden in Ward No.62, Shivajinagar Assembly Constituency, Bangalore",7.0
166,2017-18,12,"Providing CC Road and Culvert behind Bharathi Nagar Station to Ameer Janu house in Ward No.91, Shivajinagar Assembly Constituency, Bangalore","Providing CC Road and Culvert behind Bharathi Nagar Station to Ameer Janu house in Ward No.91, Shivajinagar Assembly Constituency, Bangalore",10.0
167,2017-18,13,"Providing CC Roads from Ameer janu house to Ateeq Abiuda house memorial Street, Bharathinagar, Ward No.91, Shivajinagar Assembly Constituency, Bangalore","Providing CC Roads from Ameer janu house to Ateeq Abiuda house memorial Street, Bharathinagar, Ward No.91, Shivajinagar Assembly Constituency, Bangalore",10.0
168,2017-18,14,"Providing Providing and Digging Borewell Pumping machinery Pipeline at lady Caraon Bowring Hospital Ward No.110  Shivajinagar Assembly Constituency, Bangalore","Providing Providing and Digging Borewell Pumping machinery Pipeline at lady Caraon Bowring Hospital Ward No.110  Shivajinagar Assembly Constituency, Bangalore",10.0
169,2017-18,15,"Detailed Estimate for Ashalting to Road from Madrasa Sirajus Sabeel to Syed Aasim House at pemma Gowda Road, 2nd Cross, Ward No.62, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Ashalting to Road from Madrasa Sirajus Sabeel to Syed Aasim House at pemma Gowda Road, 2nd Cross, Ward No.62, Shivajinagar Assembly Constituency, Bangalore",10.0
170,2017-18,16,"Detailed Estimate for Ashalting to Road from Safi Traders to Noor Gashions at Sultan ji Gunta Road, Ward No.92, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Ashalting to Road from Safi Traders to Noor Gashions at Sultan ji Gunta Road, Ward No.92, Shivajinagar Assembly Constituency, Bangalore",10.0
171,2017-18,17,"Detailed Estimate for Ashalting to Road from Mens Fashion World to Shubh jewellers at Sultan ji Gunta Road, Ward No.92, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Ashalting to Road from Mens Fashion World to Shubh jewellers at Sultan ji Gunta Road, Ward No.92, Shivajinagar Assembly Constituency, Bangalore",10.0
172,2017-18,18,"Detailed Estimate for Improvements to CC Road from Masjid-E-Norul-Huda to Damond Stores at Queens Road, G.C.Colony, Jayamahal Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to CC Road from Masjid-E-Norul-Huda to Damond Stores at Queens Road, G.C.Colony, Jayamahal Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
173,2017-18,19,"Detailed Estimate for Improvements to CC Road near Syed Muneer Bin Ibrahim House at Queens Road, 1st Cross, G.C.Colony, Jahamahal  Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to CC Road near Syed Muneer Bin Ibrahim House at Queens Road, 1st Cross, G.C.Colony, Jahamahal  Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
174,2017-18,20,"Detailed Estimate for Improvements to CC Road from R.M.Joseph House to Smt.N.Chinnamma House at Queens Road, 2nd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to CC Road from R.M.Joseph House to Smt.N.Chinnamma House at Queens Road, 2nd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
175,2017-18,21,"Detailed Estimate for Improvements to CC Road near Irshad Pasha house at Queens Road, 3rd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to CC Road near Irshad Pasha house at Queens Road, 3rd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
176,2017-18,22,"Detailed Estimate for Improvements to CC Road from Govt. Library to Hafiz Shabeer Ahmed Imam at Queens Road, 3rd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to CC Road from Govt. Library to Hafiz Shabeer Ahmed Imam at Queens Road, 3rd Cross, G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
177,2017-18,23,"Detailed Estimate for Improvements to Sanitary Line Manholes from Masjid-E-Norul-Huda to Diamond Stores at Queens Road,  G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to Sanitary Line Manholes from Masjid-E-Norul-Huda to Diamond Stores at Queens Road,  G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore",10.0
178,2017-18,24,"Detailed Estimate for Improvements to Sanitary Line Manholes from Shine Enterprises to Gold Enerprises at Queens Road,  G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore","Detailed Estimate for Improvements to Sanitary Line Manholes from Shine Enterprises to Gold Enerprises at Queens Road,  G.C.Colony, Jayamahal, Ward No.63, Shivajinagar Assembly Constituency, Bangalore",5.0
